packet_no,timestamp,timestamp_epoch,device,source_ip,destination_ip,protocol,length,source_port,destination_port,tcp_flags,tcp_flags_raw,seq_num,ack_num,window_size,is_syn,is_syn_ack,is_ack,is_fin,is_rst
12676,31.850262,1782457455.1142426,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,37900,"SYN,ACK",18,4126348707,225189449,65160,False,True,False,False,False
12677,31.85035,1782457455.114331,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37900,8080,ACK,16,225189449,4126348708,502,False,False,True,False,False
12678,31.850351,1782457455.1143312,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47622,8080,ACK,16,3044178392,3314147796,502,False,False,True,False,False
12679,31.850554,1782457455.1145341,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37900,8080,"ACK,RST",20,225189449,4126348708,502,False,False,False,False,True
12680,31.850554,1782457455.1145344,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47622,8080,"ACK,RST",20,3044178392,3314147796,502,False,False,False,False,True
12681,31.865087,1782457455.129068,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,74,56088,8080,SYN,2,247581118,0,64240,True,False,False,False,False
12682,31.865134,1782457455.1291149,02:00:00:00:00:fe,172.28.5.3,172.28.5.107,TCP,74,8080,56088,"SYN,ACK",18,492816818,247581119,65160,False,True,False,False,False
12683,31.865194,1782457455.1291742,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56088,8080,ACK,16,247581119,492816819,502,False,False,True,False,False
12684,31.865404,1782457455.1293843,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56088,8080,"ACK,RST",20,247581119,492816819,502,False,False,False,False,True
12685,31.875161,1782457455.1391413,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,74,37908,8080,SYN,2,1083471694,0,64240,True,False,False,False,False
12686,31.875161,1782457455.1391416,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,74,47630,8080,SYN,2,3545453148,0,64240,True,False,False,False,False
12687,31.875208,1782457455.1391883,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,37908,"SYN,ACK",18,1052858598,1083471695,65160,False,True,False,False,False
12688,31.875208,1782457455.1391883,02:00:00:00:00:fe,172.28.5.3,172.28.5.105,TCP,74,8080,47630,"SYN,ACK",18,3620645666,3545453149,65160,False,True,False,False,False
12689,31.875267,1782457455.139248,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37908,8080,ACK,16,1083471695,1052858599,502,False,False,True,False,False
12690,31.875268,1782457455.1392488,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47630,8080,ACK,16,3545453149,3620645667,502,False,False,True,False,False
12691,31.875459,1782457455.1394398,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37908,8080,"ACK,RST",20,1083471695,1052858599,502,False,False,False,False,True
12692,31.875459,1782457455.13944,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47630,8080,"ACK,RST",20,3545453149,3620645667,502,False,False,False,False,True
12693,31.890123,1782457455.1541035,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,74,56100,8080,SYN,2,2732410245,0,64240,True,False,False,False,False
12694,31.890169,1782457455.15415,02:00:00:00:00:fe,172.28.5.3,172.28.5.107,TCP,74,8080,56100,"SYN,ACK",18,3703617884,2732410246,65160,False,True,False,False,False
12695,31.890226,1782457455.1542065,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56100,8080,ACK,16,2732410246,3703617885,502,False,False,True,False,False
12696,31.890427,1782457455.1544077,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56100,8080,"ACK,RST",20,2732410246,3703617885,502,False,False,False,False,True
12697,31.900141,1782457455.1641216,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,74,37914,8080,SYN,2,1262439125,0,64240,True,False,False,False,False
12698,31.900141,1782457455.1641216,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,74,47646,8080,SYN,2,4291183231,0,64240,True,False,False,False,False
12699,31.900184,1782457455.164165,02:00:00:00:00:fe,172.28.5.3,172.28.5.105,TCP,74,8080,47646,"SYN,ACK",18,3280431016,4291183232,65160,False,True,False,False,False
12700,31.900185,1782457455.1641653,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,37914,"SYN,ACK",18,1672309175,1262439126,65160,False,True,False,False,False
12701,31.900239,1782457455.1642194,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47646,8080,ACK,16,4291183232,3280431017,502,False,False,True,False,False
12702,31.900239,1782457455.16422,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37914,8080,ACK,16,1262439126,1672309176,502,False,False,True,False,False
12703,31.900412,1782457455.164393,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37914,8080,"ACK,RST",20,1262439126,1672309176,502,False,False,False,False,True
12704,31.900413,1782457455.1643932,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47646,8080,"ACK,RST",20,4291183232,3280431017,502,False,False,False,False,True
12705,31.915091,1782457455.1790712,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,74,56110,8080,SYN,2,1618958340,0,64240,True,False,False,False,False
12706,31.915139,1782457455.1791198,02:00:00:00:00:fe,172.28.5.3,172.28.5.107,TCP,74,8080,56110,"SYN,ACK",18,1849785772,1618958341,65160,False,True,False,False,False
12707,31.915198,1782457455.179179,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56110,8080,ACK,16,1618958341,1849785773,502,False,False,True,False,False
12708,31.915393,1782457455.1793733,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56110,8080,"ACK,RST",20,1618958341,1849785773,502,False,False,False,False,True
12709,31.925251,1782457455.1892319,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,74,47658,8080,SYN,2,3334326972,0,64240,True,False,False,False,False
12710,31.925252,1782457455.1892323,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,74,37924,8080,SYN,2,1290698697,0,64240,True,False,False,False,False
12711,31.925307,1782457455.1892877,02:00:00:00:00:fe,172.28.5.3,172.28.5.105,TCP,74,8080,47658,"SYN,ACK",18,3339540532,3334326973,65160,False,True,False,False,False
12712,31.925307,1782457455.1892877,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,37924,"SYN,ACK",18,660538127,1290698698,65160,False,True,False,False,False
12713,31.925411,1782457455.1893911,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37924,8080,ACK,16,1290698698,660538128,502,False,False,True,False,False
12714,31.925411,1782457455.1893914,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47658,8080,ACK,16,3334326973,3339540533,502,False,False,True,False,False
